Offence,Year,Number,Rate,State,Sex
11 Weapons/explosives,2008–09,1622,88.1,Queensland,Male
12 Property damage and environmental pollution,2008–09,4224,229.4,Queensland,Male
13 Public order offences,2008–09,17208,934.6,Queensland,Male
15 Offences against justice(g),2008–09,6822,370.5,Queensland,Male
16 Miscellaneous offences,2008–09,594,32.3,Queensland,Male
01 Homicide and related offences,2009–10,132,7,Queensland,Male
02 Acts intended to cause injury,2009–10,7600,404.2,Queensland,Male
03 Sexual assault and related offences,2009–10,1646,87.5,Queensland,Male
04 Dangerous/negligent acts(e) ,2009–10,538,28.6,Queensland,Male
05 Abduction/harassment,2009–10,30,1.6,Queensland,Male
06 Robbery/extortion,2009–10,646,34.4,Queensland,Male
07 Unlawful entry with intent,2009–10,3683,195.9,Queensland,Male
08 Theft(f),2009–10,7968,423.8,Queensland,Male
Fare evasion,2009–10,np,np,Queensland,Male
09 Fraud/deception,2009–10,1162,61.8,Queensland,Male
10 Illicit drug offences,2009–10,12542,667.1,Queensland,Male
11 Weapons/explosives,2009–10,1635,87,Queensland,Male
12 Property damage and environmental pollution,2009–10,3951,210.1,Queensland,Male
13 Public order offences,2009–10,17690,940.9,Queensland,Male
15 Offences against justice(g),2009–10,6782,360.7,Queensland,Male
16 Miscellaneous offences,2009–10,344,18.3,Queensland,Male
01 Homicide and related offences,2010–11,88,4.6,Queensland,Male
02 Acts intended to cause injury,2010–11,7051,369.3,Queensland,Male
03 Sexual assault and related offences,2010–11,1437,75.3,Queensland,Male
04 Dangerous/negligent acts(e) ,2010–11,511,26.8,Queensland,Male
05 Abduction/harassment,2010–11,37,1.9,Queensland,Male
06 Robbery/extortion,2010–11,589,30.8,Queensland,Male
07 Unlawful entry with intent,2010–11,3586,187.8,Queensland,Male
08 Theft(f),2010–11,7299,382.3,Queensland,Male
Fare evasion,2010–11,np,np,Queensland,Male
09 Fraud/deception,2010–11,1125,58.9,Queensland,Male
10 Illicit drug offences,2010–11,12292,643.8,Queensland,Male
11 Weapons/explosives,2010–11,1651,86.5,Queensland,Male
12 Property damage and environmental pollution,2010–11,3539,185.3,Queensland,Male
13 Public order offences,2010–11,15838,829.5,Queensland,Male
15 Offences against justice(g),2010–11,6304,330.2,Queensland,Male
16 Miscellaneous offences,2010–11,359,18.8,Queensland,Male
01 Homicide and related offences,2011–12,85,4.4,Queensland,Male
02 Acts intended to cause injury,2011–12,7177,369.3,Queensland,Male
03 Sexual assault and related offences,2011–12,1396,71.8,Queensland,Male
04 Dangerous/negligent acts(e) ,2011–12,628,32.3,Queensland,Male
05 Abduction/harassment,2011–12,41,2.1,Queensland,Male
06 Robbery/extortion,2011–12,593,30.5,Queensland,Male
07 Unlawful entry with intent,2011–12,3620,186.3,Queensland,Male
08 Theft(f),2011–12,7297,375.5,Queensland,Male
Fare evasion,2011–12,np,np,Queensland,Male
09 Fraud/deception,2011–12,1174,60.4,Queensland,Male
10 Illicit drug offences,2011–12,12912,664.4,Queensland,Male
11 Weapons/explosives,2011–12,1763,90.7,Queensland,Male
12 Property damage and environmental pollution,2011–12,3399,174.9,Queensland,Male
13 Public order offences,2011–12,16209,834,Queensland,Male
15 Offences against justice(g),2011–12,6265,322.4,Queensland,Male
16 Miscellaneous offences,2011–12,312,16.1,Queensland,Male
01 Homicide and related offences,2012–13,109,5.5,Queensland,Male
02 Acts intended to cause injury,2012–13,7051,355.9,Queensland,Male
03 Sexual assault and related offences,2012–13,1456,73.5,Queensland,Male
04 Dangerous/negligent acts(e) ,2012–13,586,29.6,Queensland,Male
05 Abduction/harassment,2012–13,36,1.8,Queensland,Male
06 Robbery/extortion,2012–13,653,33,Queensland,Male
07 Unlawful entry with intent,2012–13,3332,168.2,Queensland,Male
08 Theft(f),2012–13,7103,358.5,Queensland,Male
Fare evasion,2012–13,np,np,Queensland,Male
09 Fraud/deception,2012–13,1286,64.9,Queensland,Male
10 Illicit drug offences,2012–13,14651,739.5,Queensland,Male
11 Weapons/explosives,2012–13,1903,96.1,Queensland,Male
12 Property damage and environmental pollution,2012–13,3271,165.1,Queensland,Male
13 Public order offences,2012–13,15612,788,Queensland,Male
15 Offences against justice(g),2012–13,6638,335.1,Queensland,Male
16 Miscellaneous offences,2012–13,216,10.9,Queensland,Male
01 Homicide and related offences,2013–14,104,5.2,Queensland,Male
02 Acts intended to cause injury,2013–14,7134,355,Queensland,Male
03 Sexual assault and related offences,2013–14,1737,86.4,Queensland,Male
04 Dangerous/negligent acts(e) ,2013–14,544,27.1,Queensland,Male
05 Abduction/harassment,2013–14,38,1.9,Queensland,Male
06 Robbery/extortion,2013–14,573,28.5,Queensland,Male
07 Unlawful entry with intent,2013–14,3333,165.9,Queensland,Male
08 Theft(f),2013–14,7578,377.1,Queensland,Male
Fare evasion,2013–14,np,np,Queensland,Male
09 Fraud/deception,2013–14,1472,73.3,Queensland,Male
10 Illicit drug offences,2013–14,17790,885.4,Queensland,Male
11 Weapons/explosives,2013–14,1506,75,Queensland,Male
12 Property damage and environmental pollution,2013–14,3436,171,Queensland,Male
13 Public order offences,2013–14,16073,799.9,Queensland,Male
15 Offences against justice(g),2013–14,7487,372.6,Queensland,Male
16 Miscellaneous offences,2013–14,307,15.3,Queensland,Male
01 Homicide and related offences,2014–15(d),115,5.7,Queensland,Male
02 Acts intended to cause injury,2014–15(d),7053,346.9,Queensland,Male
03 Sexual assault and related offences,2014–15(d),1912,94,Queensland,Male
04 Dangerous/negligent acts(e) ,2014–15(d),558,27.4,Queensland,Male
05 Abduction/harassment,2014–15(d),33,1.6,Queensland,Male
06 Robbery/extortion,2014–15(d),552,27.2,Queensland,Male
07 Unlawful entry with intent,2014–15(d),3021,148.6,Queensland,Male
08 Theft(f),2014–15(d),7408,364.4,Queensland,Male
Fare evasion,2014–15(d),892,43.9,Queensland,Male
09 Fraud/deception,2014–15(d),1558,76.6,Queensland,Male
10 Illicit drug offences,2014–15(d),20272,997.1,Queensland,Male
11 Weapons/explosives,2014–15(d),1672,82.2,Queensland,Male
12 Property damage and environmental pollution,2014–15(d),3450,169.7,Queensland,Male
13 Public order offences,2014–15(d),15631,768.9,Queensland,Male
15 Offences against justice(g),2014–15(d),7884,387.8,Queensland,Male
16 Miscellaneous offences,2014–15(d),286,14.1,Queensland,Male
01 Homicide and related offences,2015–16,105,5.1,Queensland,Male
02 Acts intended to cause injury,2015–16,7579,368.8,Queensland,Male
03 Sexual assault and related offences,2015–16,1901,92.5,Queensland,Male
04 Dangerous/negligent acts(e) ,2015–16,511,24.9,Queensland,Male
05 Abduction/harassment,2015–16,47,2.3,Queensland,Male
06 Robbery/extortion,2015–16,620,30.2,Queensland,Male
07 Unlawful entry with intent,2015–16,3253,158.3,Queensland,Male
08 Theft(f),2015–16,7495,364.7,Queensland,Male
Fare evasion,2015–16,1085,52.8,Queensland,Male
09 Fraud/deception,2015–16,1423,69.2,Queensland,Male
10 Illicit drug offences,2015–16,19836,965.2,Queensland,Male
11 Weapons/explosives,2015–16,1694,82.4,Queensland,Male
12 Property damage and environmental pollution,2015–16,3378,164.4,Queensland,Male
13 Public order offences,2015–16,13526,658.2,Queensland,Male
15 Offences against justice(g),2015–16,8332,405.4,Queensland,Male
16 Miscellaneous offences,2015–16,283,13.8,Queensland,Male
01 Homicide and related offences,2016–17,109,5.2,Queensland,Male
02 Acts intended to cause injury,2016–17,8142,389.8,Queensland,Male
03 Sexual assault and related offences,2016–17,1901,91,Queensland,Male
04 Dangerous/negligent acts(e) ,2016–17,534,25.6,Queensland,Male
05 Abduction/harassment,2016–17,33,1.6,Queensland,Male
06 Robbery/extortion,2016–17,693,33.2,Queensland,Male
07 Unlawful entry with intent,2016–17,3283,157.2,Queensland,Male
08 Theft(f),2016–17,7311,350,Queensland,Male
Fare evasion,2016–17,1013,48.5,Queensland,Male
09 Fraud/deception,2016–17,1508,72.2,Queensland,Male
10 Illicit drug offences,2016–17,18405,881.2,Queensland,Male
11 Weapons/explosives,2016–17,1561,74.7,Queensland,Male
12 Property damage and environmental pollution,2016–17,3327,159.3,Queensland,Male
13 Public order offences,2016–17,12115,580,Queensland,Male
15 Offences against justice(g),2016–17,7824,374.6,Queensland,Male
16 Miscellaneous offences,2016–17,152,7.3,Queensland,Male
01 Homicide and related offences,2017–18,85,4,Queensland,Male
02 Acts intended to cause injury,2017–18,7980,375.5,Queensland,Male
03 Sexual assault and related offences,2017–18,2032,95.6,Queensland,Male
04 Dangerous/negligent acts(e) ,2017–18,480,22.6,Queensland,Male
05 Abduction/harassment,2017–18,50,2.4,Queensland,Male
06 Robbery/extortion,2017–18,815,38.4,Queensland,Male
07 Unlawful entry with intent,2017–18,3191,150.2,Queensland,Male
08 Theft(f),2017–18,7262,341.7,Queensland,Male
Fare evasion,2017–18,857,40.3,Queensland,Male
09 Fraud/deception,2017–18,1551,73,Queensland,Male
10 Illicit drug offences,2017–18,16755,788.5,Queensland,Male
11 Weapons/explosives,2017–18,1519,71.5,Queensland,Male
12 Property damage and environmental pollution,2017–18,3300,155.3,Queensland,Male
13 Public order offences,2017–18,11926,561.2,Queensland,Male
15 Offences against justice(g),2017–18,7699,362.3,Queensland,Male
16 Miscellaneous offences,2017–18,66,3.1,Queensland,Male
01 Homicide and related offences,2018–19,104,4.8,Queensland,Male
02 Acts intended to cause injury,2018–19,7529,347.6,Queensland,Male
03 Sexual assault and related offences,2018–19,2093,96.6,Queensland,Male
04 Dangerous/negligent acts(e) ,2018–19,491,22.7,Queensland,Male
05 Abduction/harassment,2018–19,48,2.2,Queensland,Male
06 Robbery/extortion,2018–19,900,41.6,Queensland,Male
07 Unlawful entry with intent,2018–19,3289,151.8,Queensland,Male
08 Theft(f),2018–19,7449,343.9,Queensland,Male
Fare evasion,2018–19,813,37.5,Queensland,Male
09 Fraud/deception,2018–19,1498,69.2,Queensland,Male
10 Illicit drug offences,2018–19,16665,769.4,Queensland,Male
11 Weapons/explosives,2018–19,1663,76.8,Queensland,Male
12 Property damage and environmental pollution,2018–19,3031,139.9,Queensland,Male
13 Public order offences,2018–19,10987,507.2,Queensland,Male
15 Offences against justice(g),2018–19,7734,357.1,Queensland,Male
16 Miscellaneous offences,2018–19,111,5.1,Queensland,Male
01 Homicide and related offences,2019–20,104,4.7,Queensland,Male
02 Acts intended to cause injury,2019–20,7637,345.9,Queensland,Male
03 Sexual assault and related offences,2019–20,2136,96.7,Queensland,Male
04 Dangerous/negligent acts(e) ,2019–20,407,18.4,Queensland,Male
05 Abduction/harassment,2019–20,59,2.7,Queensland,Male
06 Robbery/extortion,2019–20,1004,45.5,Queensland,Male
07 Unlawful entry with intent,2019–20,3313,150.1,Queensland,Male
08 Theft(f),2019–20,7353,333,Queensland,Male
Fare evasion,2019–20,471,21.3,Queensland,Male
09 Fraud/deception,2019–20,1456,65.9,Queensland,Male
10 Illicit drug offences,2019–20,16864,763.8,Queensland,Male
11 Weapons/explosives,2019–20,1629,73.8,Queensland,Male
12 Property damage and environmental pollution,2019–20,3058,138.5,Queensland,Male
13 Public order offences,2019–20,8504,385.2,Queensland,Male
15 Offences against justice(g),2019–20,7883,357,Queensland,Male
16 Miscellaneous offences,2019–20,1148,52,Queensland,Male
01 Homicide and related offences,2020–21,121,5.4,Queensland,Male
02 Acts intended to cause injury,2020–21,8472,378.3,Queensland,Male
03 Sexual assault and related offences,2020–21,2213,98.8,Queensland,Male
04 Dangerous/negligent acts(e) ,2020–21,504,22.5,Queensland,Male
05 Abduction/harassment,2020–21,52,2.3,Queensland,Male
06 Robbery/extortion,2020–21,832,37.2,Queensland,Male
07 Unlawful entry with intent,2020–21,2701,120.6,Queensland,Male
08 Theft(f),2020–21,5560,248.3,Queensland,Male
Fare evasion,2020–21,323,14.4,Queensland,Male
09 Fraud/deception,2020–21,1198,53.5,Queensland,Male
10 Illicit drug offences,2020–21,14498,647.4,Queensland,Male
11 Weapons/explosives,2020–21,1329,59.3,Queensland,Male
12 Property damage and environmental pollution,2020–21,3160,141.1,Queensland,Male
13 Public order offences,2020–21,9329,416.6,Queensland,Male
15 Offences against justice(g),2020–21,9180,409.9,Queensland,Male
16 Miscellaneous offences,2020–21,581,25.9,Queensland,Male
01 Homicide and related offences,2021–22,145,6.4,Queensland,Male
02 Acts intended to cause injury,2021–22,9251,405.7,Queensland,Male
03 Sexual assault and related offences,2021–22,2241,98.3,Queensland,Male
04 Dangerous/negligent acts(e) ,2021–22,534,23.4,Queensland,Male
05 Abduction/harassment,2021–22,39,1.7,Queensland,Male
06 Robbery/extortion,2021–22,888,38.9,Queensland,Male
07 Unlawful entry with intent,2021–22,2829,124.1,Queensland,Male
08 Theft(f),2021–22,5623,246.6,Queensland,Male
Fare evasion,2021–22,155,6.8,Queensland,Male
09 Fraud/deception,2021–22,1121,49.2,Queensland,Male
10 Illicit drug offences,2021–22,12101,530.7,Queensland,Male
11 Weapons/explosives,2021–22,1170,51.3,Queensland,Male
12 Property damage and environmental pollution,2021–22,3310,145.2,Queensland,Male
13 Public order offences,2021–22,8748,383.7,Queensland,Male
15 Offences against justice(g),2021–22,9430,413.6,Queensland,Male
16 Miscellaneous offences,2021–22,949,41.6,Queensland,Male
01 Homicide and related offences,2022–23,116,5,Queensland,Male
02 Acts intended to cause injury,2022–23,10219,437.9,Queensland,Male
03 Sexual assault and related offences,2022–23,2472,105.9,Queensland,Male
04 Dangerous/negligent acts(e) ,2022–23,589,25.2,Queensland,Male
05 Abduction/harassment,2022–23,55,2.4,Queensland,Male
06 Robbery/extortion,2022–23,925,39.6,Queensland,Male
07 Unlawful entry with intent,2022–23,2997,128.4,Queensland,Male
08 Theft(f),2022–23,6262,268.3,Queensland,Male
Fare evasion,2022–23,169,7.2,Queensland,Male
09 Fraud/deception,2022–23,1051,45,Queensland,Male
10 Illicit drug offences,2022–23,11199,479.9,Queensland,Male
11 Weapons/explosives,2022–23,1388,59.5,Queensland,Male
12 Property damage and environmental pollution,2022–23,3088,132.3,Queensland,Male
13 Public order offences,2022–23,8264,354.1,Queensland,Male
15 Offences against justice(g),2022–23,10086,432.2,Queensland,Male
16 Miscellaneous offences,2022–23,136,5.8,Queensland,Male
01 Homicide and related offences,2023–24,103,4.3,Queensland,Male
02 Acts intended to cause injury,2023–24,10207,424.1,Queensland,Male
03 Sexual assault and related offences,2023–24,2493,103.6,Queensland,Male
04 Dangerous/negligent acts(e) ,2023–24,665,27.6,Queensland,Male
05 Abduction/harassment,2023–24,52,2.2,Queensland,Male
06 Robbery/extortion,2023–24,925,38.4,Queensland,Male
07 Unlawful entry with intent,2023–24,3053,126.9,Queensland,Male
08 Theft(f),2023–24,6563,272.7,Queensland,Male
Fare evasion,2023–24,170,7.1,Queensland,Male
09 Fraud/deception,2023–24,1037,43.1,Queensland,Male
10 Illicit drug offences,2023–24,10124,420.7,Queensland,Male
11 Weapons/explosives,2023–24,1602,66.6,Queensland,Male
12 Property damage and environmental pollution,2023–24,2998,124.6,Queensland,Male
13 Public order offences,2023–24,7268,302,Queensland,Male
15 Offences against justice(g),2023–24,9585,398.3,Queensland,Male
16 Miscellaneous offences,2023–24,126,5.2,Queensland,Male
01 Homicide and related offences,2024–25,84,3.4,Queensland,Male
02 Acts intended to cause injury,2024–25,10026,408.8,Queensland,Male
03 Sexual assault and related offences,2024–25,2578,105.1,Queensland,Male
04 Dangerous/negligent acts(e) ,2024–25,663,27,Queensland,Male
05 Abduction/harassment,2024–25,68,2.8,Queensland,Male
06 Robbery/extortion,2024–25,884,36,Queensland,Male
07 Unlawful entry with intent,2024–25,2805,114.4,Queensland,Male
08 Theft(f),2024–25,6544,266.8,Queensland,Male
Fare evasion,2024–25,69,2.8,Queensland,Male
09 Fraud/deception,2024–25,847,34.5,Queensland,Male
10 Illicit drug offences,2024–25,10380,423.2,Queensland,Male
11 Weapons/explosives,2024–25,1949,79.5,Queensland,Male
12 Property damage and environmental pollution,2024–25,2964,120.8,Queensland,Male
13 Public order offences,2024–25,6417,261.6,Queensland,Male
15 Offences against justice(g),2024–25,9666,394.1,Queensland,Male
16 Miscellaneous offences,2024–25,68,2.8,Queensland,Male
01 Homicide and related offences,2008–09,24,1.3,Queensland,Female
02 Acts intended to cause injury,2008–09,2385,128.2,Queensland,Female
03 Sexual assault and related offences,2008–09,110,5.9,Queensland,Female
04 Dangerous/negligent acts(e) ,2008–09,122,6.6,Queensland,Female
05 Abduction/harassment,2008–09,5,0.3,Queensland,Female
06 Robbery/extortion,2008–09,108,5.8,Queensland,Female
07 Unlawful entry with intent,2008–09,625,33.6,Queensland,Female
08 Theft(f),2008–09,5366,288.4,Queensland,Female
Fare evasion,2008–09,np,np,Queensland,Female
09 Fraud/deception,2008–09,738,39.7,Queensland,Female
10 Illicit drug offences,2008–09,3756,201.8,Queensland,Female
11 Weapons/explosives,2008–09,178,9.6,Queensland,Female
12 Property damage and environmental pollution,2008–09,797,42.8,Queensland,Female
13 Public order offences,2008–09,3406,183,Queensland,Female
15 Offences against justice(g),2008–09,1631,87.6,Queensland,Female
16 Miscellaneous offences,2008–09,139,7.5,Queensland,Female
01 Homicide and related offences,2009–10,19,1,Queensland,Female
02 Acts intended to cause injury,2009–10,2547,134,Queensland,Female
